Brand,Year,Exterior color,Interior color,Drivetrain,Fuel type,Capacity,Configuration,Valves,Accidents or damage,1-owner vehicle,Personal use only,MPG_min,MPG_max,MPG_mean,Mileage,Price
Lexus,2018,White,Other,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,30.0,24.5,52395.0,48487.0
Kia,2022,Silver/Gray,Black,Front-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,Yes,33.0,41.0,37.0,10388.0,18999.0
Hyundai,2022,Other,Other,Front-wheel Drive,Gasoline,3.8,V6,24.0,None reported,Yes,Yes,19.0,26.0,22.5,15592.0,45788.0
Chrysler,2017,Metallic,Black,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,No,Yes,19.0,28.0,23.5,66681.0,19267.0
Hyundai,2015,Silver/Gray,Black,All-wheel Drive,Gasoline,3.8,V6,24.0,At least 1 accident or damage reported,No,No,16.0,25.0,20.5,88798.0,19588.0
GMC,2022,White,Black,Four-wheel Drive,Gasoline,2.7,I4,16.0,None reported,No,No,17.0,20.0,18.5,37043.0,42500.0
Ford,2022,Silver/Gray,Black,Rear-wheel Drive,Gasoline,5.2,V8,32.0,None reported,Yes,Yes,12.0,18.0,15.0,2471.0,98011.0
Lincoln,2021,Black,Other,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,No,16.0,20.0,18.0,9996.0,79995.0
BMW,2016,White,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,20.0,28.0,24.0,59333.0,25999.0
Audi,2022,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,26.0,34.0,30.0,38812.0,35488.0
Nissan,2017,White,Silver/Gray,Rear-wheel Drive,Gasoline,5.6,V8,32.0,At least 1 accident or damage reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,71737.0,28998.0
Hyundai,2015,White,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,23.0,29.0,26.0,84839.0,12995.0
Nissan,2017,Black,Black,Four-wheel Drive,Gasoline,5.6,V8,32.0,At least 1 accident or damage reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,98271.0,8450.0
Audi,2020,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,19.0,27.0,23.0,25191.0,37084.0
GMC,2017,White,Other,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,No,14.0,20.0,17.0,69565.0,44499.0
Mazda,2013,Black,Black,Front-wheel Drive,Gasoline,2.3,I4,16.0,None reported,No,Yes,18.0,25.0,21.5,71443.0,15990.0
Ford,2015,Blue,Black,Rear-wheel Drive,Gasoline,5.0,V8,32.0,None reported,No,Yes,15.0,25.0,20.0,65176.0,26900.0
Jeep,2021,Green,Black,Four-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,17.0,23.0,20.0,6914.0,47999.0
Cadillac,2021,Other,Black,All-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,18.0,25.0,21.5,43215.0,38999.0
Land Rover,2013,Black,Black,Four-wheel Drive,Gasoline,5.0,V8,32.0,At least 1 accident or damage reported,No,No,13.0,18.0,15.5,96164.0,16980.0
BMW,2019,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,23.0,32.0,27.5,40680.0,28500.0
Aston Martin,2017,Black,Other,Rear-wheel Drive,Gasoline,6.0,V12,48.0,At least 1 accident or damage reported,Yes,Yes,13.0,21.0,17.0,8013.0,169998.0
Mazda,2017,Red,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,27360.0,26759.0
Hyundai,2022,White,Black,Front-wheel Drive,Gasoline,3.8,V6,24.0,At least 1 accident or damage reported,Yes,Yes,19.0,26.0,22.5,10752.0,38990.0
Cadillac,2018,White,Other,Front-wheel Drive,Gasoline,3.6,V6,24.0,At least 1 accident or damage reported,No,Yes,19.0,28.0,23.5,23810.0,28980.0
Jeep,2021,Other,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,17.0,25.0,21.0,16182.0,39995.0
Buick,2016,Metallic,Other,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,15.0,22.0,18.5,47164.0,23313.0
Toyota,2022,Black,Black,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,No,28.0,39.0,33.5,39503.0,27453.0
Jeep,2021,White,Black,Four-wheel Drive,Gasoline,1.3,I4,16.0,None reported,No,Yes,22.0,27.0,24.5,9173.0,27873.0
Hyundai,2021,Black,Silver/Gray,Front-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,Yes,30.0,33.0,31.5,9535.0,22000.0
BMW,2017,White,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,23.0,33.0,28.0,38095.0,25669.0
Audi,2015,Black,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,17.0,27.0,22.0,59728.0,34995.0
Acura,2006,Silver/Gray,Other,Front-wheel Drive,Gasoline,3.2,V6,24.0,None reported,No,Yes,20.0,29.0,24.5,102046.0,8995.0
Kia,2022,White,Black,All-wheel Drive,Gasoline,1.6,I4,16.0,None reported,No,No,25.0,33.0,29.0,27449.0,30997.0
McLaren,2018,Other,Black,Rear-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,6287.0,239999.0
BMW,2011,Black,Black,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,No,Yes,14.0,20.0,17.0,107953.0,11995.0
Ford,2005,Silver/Gray,Other,Rear-wheel Drive,Gasoline,4.0,V6,12.0,None reported,No,Yes,19.0,28.0,23.5,23440.0,25000.0
Mitsubishi,2015,Blue,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,17.0,23.0,20.0,62979.0,31500.0
BMW,2020,White,Other,Rear-wheel Drive,Gasoline,3.0,I6,24.0,None reported,No,No,21.0,26.0,23.5,53146.0,42741.0
BMW,2017,Black,Black,Rear-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,No,17.0,26.0,21.5,33175.0,53990.0
BMW,2021,Metallic,Other,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,23.0,31.0,27.0,24360.0,51987.0
Cadillac,2015,White,Other,Rear-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,No,21.0,33.0,27.0,24180.0,22998.0
Buick,2018,White,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,22.0,32.0,27.0,12289.0,23998.0
GMC,2019,White,Black,All-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,21.0,25.0,23.0,91985.0,23995.0
Volvo,2017,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,22.0,30.0,26.0,46856.0,32998.0
Lexus,2018,White,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,22.0,32.0,27.0,55387.0,27988.0
Nissan,2021,Silver/Gray,Other,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,26.0,34.0,30.0,17500.0,35995.0
Toyota,2022,Blue,Other,Front-wheel Drive,Hybrid,1.8,I4,16.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,40457.0,34640.0
Lexus,2015,Other,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,No,No,21.0,31.0,26.0,70776.0,21745.0
Lexus,2018,Silver/Gray,Other,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,18.0,27.0,22.5,34311.0,52999.0
Lexus,2017,Other,Other,Four-wheel Drive,Gasoline,4.6,V8,32.0,None reported,Yes,Yes,15.0,18.0,16.5,124836.0,32000.0
Lexus,2007,Red,Other,Rear-wheel Drive,Gasoline,4.3,V8,32.0,At least 1 accident or damage reported,No,No,18.0,25.0,21.5,40451.0,20577.0
Lexus,2022,Blue,Other,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,1127.0,57998.0
Lexus,2022,Green,Other,All-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,Yes,41.0,37.0,39.0,6407.0,53998.0
Lexus,2019,Red,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,18.0,25.0,21.5,44599.0,38869.0
Lexus,2016,White,Red,Rear-wheel Drive,Gasoline,5.0,V8,32.0,None reported,No,Yes,16.0,24.0,20.0,79994.0,43418.0
Chevrolet,2014,Black,Black,Four-wheel Drive,E85 Flex Fuel,5.3,V8,16.0,At least 1 accident or damage reported,No,Yes,15.0,21.0,18.0,93534.0,22938.0
Hyundai,2020,Silver/Gray,Black,Front-wheel Drive,Hybrid,1.6,I4,16.0,At least 1 accident or damage reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,26714.0,23997.0
BMW,2018,White,Brown,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,23.0,33.0,28.0,38358.0,27988.0
BMW,2022,Blue,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,No,23.0,33.0,28.0,6225.0,41991.0
Jeep,2015,Silver/Gray,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,16.0,21.0,18.5,183962.0,17999.0
Audi,2019,White,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,Yes,21.0,30.0,25.5,26398.0,47833.0
Hyundai,2015,White,Black,Rear-wheel Drive,Gasoline,3.8,V6,24.0,At least 1 accident or damage reported,No,Yes,16.0,24.0,20.0,43928.0,19870.0
Lincoln,2021,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,No,17.0,24.0,20.5,38606.0,56999.0
BMW,2021,White,Black,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,No,Yes,13.0,18.0,15.5,27174.0,92812.0
Toyota,2022,Blue,Silver/Gray,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,22.0,32.0,27.0,3978.0,35995.0
Nissan,2022,White,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,Yes,Yes,20.0,30.0,25.0,10560.0,37767.0
GMC,2011,Black,Other,Four-wheel Drive,E85 Flex Fuel,4.8,V8,16.0,At least 1 accident or damage reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,89350.0,16995.0
Lexus,2016,Silver/Gray,Black,Four-wheel Drive,Gasoline,4.6,V8,32.0,None reported,Yes,No,15.0,20.0,17.5,107287.0,30998.0
Hyundai,2022,Silver/Gray,Black,Front-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,Yes,28.0,36.0,32.0,6998.0,28998.0
Nissan,2012,Other,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,No,Yes,19.0,26.0,22.5,113548.0,9900.0
Buick,2019,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,29.0,25.0,29633.0,24900.0
Ford,2005,White,Other,Rear-wheel Drive,Gasoline,4.6,V8,24.0,None reported,No,Yes,17.0,25.0,21.0,40002.0,20991.0
GMC,2021,Black,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,No,No,16.0,22.0,19.0,15008.0,38498.0
Genesis,2019,Silver/Gray,Black,Rear-wheel Drive,Gasoline,5.0,V8,32.0,None reported,Yes,Yes,16.0,24.0,20.0,45000.0,39865.0
Toyota,2018,Blue,Black,Four-wheel Drive,Gasoline,4.0,V6,24.0,None reported,No,Yes,17.0,20.0,18.5,57363.0,36995.0
Chevrolet,2021,White,Other,Four-wheel Drive,Diesel,6.6,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,19199.0,59813.0
BMW,2022,Black,Red,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,No,26.0,36.0,31.0,23578.0,41641.0
Kia,2019,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,21.0,30.0,25.5,49684.0,24990.0
Cadillac,2021,Metallic,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,23.0,32.0,27.5,3405.0,37999.0
Ford,2011,Gold,Other,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,No,17.0,23.0,20.0,143757.0,10400.0
Audi,2023,Black,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,761.0,71693.0
Volvo,2016,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,26.0,38.0,32.0,77019.0,17835.0
Volkswagen,2022,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,7883.0,35688.0
Ford,2021,Silver/Gray,Black,Four-wheel Drive,Gasoline,2.3,I4,16.0,None reported,Yes,Yes,20.0,22.0,21.0,13132.0,49980.0
Ford,2023,White,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,1525.0,80995.0
Ford,2022,Silver/Gray,Other,Four-wheel Drive,Gasoline,2.3,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,4838.0,56000.0
BMW,2017,Black,White,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,No,18.0,24.0,21.0,61081.0,27300.0
Acura,2012,Black,Black,All-wheel Drive,Gasoline,3.7,V6,24.0,At least 1 accident or damage reported,Yes,No,16.0,23.0,19.5,127956.0,16749.0
MINI,2022,Red,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,23.0,33.0,28.0,15223.0,29697.0
INFINITI,2015,Blue,Other,Four-wheel Drive,Gasoline,5.6,V8,32.0,None reported,No,No,14.0,20.0,17.0,53630.0,27988.0
Ford,2020,Blue,Black,Rear-wheel Drive,Gasoline,2.3,I4,16.0,None reported,Yes,Yes,21.0,26.0,23.5,15827.0,28995.0
Ford,2004,White,Other,Four-wheel Drive,Diesel,6.0,V8,32.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,110827.0,18995.0
Pontiac,2006,Red,Other,Rear-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,17711.0,13988.0
Cadillac,2017,White,Black,All-wheel Drive,Gasoline,3.6,V6,24.0,None reported,No,Yes,18.0,27.0,22.5,29551.0,31990.0
Chevrolet,2011,White,Other,Rear-wheel Drive,E85 Flex Fuel,6.0,V8,16.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,97350.0,19726.0
Cadillac,2014,White,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,20.0,29.0,24.5,51492.0,19500.0
Cadillac,2013,Black,Black,All-wheel Drive,Gasoline,3.6,V6,24.0,At least 1 accident or damage reported,No,Yes,18.0,27.0,22.5,96420.0,14950.0
Cadillac,2017,Metallic,Black,All-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,18.0,27.0,22.5,38761.0,32998.0
GMC,2019,White,Black,Four-wheel Drive,Gasoline,5.3,V8,16.0,None reported,No,No,14.0,21.0,17.5,58678.0,45998.0
GMC,2022,Red,Other,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,14.0,19.0,16.5,19699.0,77995.0
GMC,2008,Black,Black,Four-wheel Drive,E85 Flex Fuel,5.3,V8,16.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,91673.0,15995.0
GMC,2022,Metallic,Other,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,14.0,19.0,16.5,6811.0,82998.0
Nissan,2022,Black,Other,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,27.0,37.0,32.0,24726.0,26951.0
Audi,2020,White,Brown,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,19.0,27.0,23.0,37804.0,33945.0
Chevrolet,2010,Green,Brown,Rear-wheel Drive,E85 Flex Fuel,6.0,V8,16.0,At least 1 accident or damage reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,89069.0,20000.0
Volkswagen,2019,White,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,26.0,33.0,29.5,20102.0,35990.0
Mazda,2023,Silver/Gray,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,9915.0,30793.0
Volvo,2011,Silver/Gray,Other,Front-wheel Drive,Gasoline,2.5,I5,20.0,None reported,No,Yes,19.0,28.0,23.5,63182.0,14395.0
Volkswagen,2019,White,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,29.0,25.0,55658.0,22500.0
Chevrolet,2021,White,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,No,17.0,24.0,20.5,12483.0,35017.0
Ford,2016,White,Other,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,15.0,21.0,18.0,137758.0,24988.0
Nissan,2021,White,Silver/Gray,Rear-wheel Drive,Gasoline,5.6,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,5274.0,59995.0
Nissan,2022,Blue,Other,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,No,25.0,35.0,30.0,9477.0,29065.0
BMW,2017,White,Brown,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,23.0,33.0,28.0,86626.0,22998.0
Jaguar,2021,Black,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,No,23.0,30.0,26.5,11299.0,53196.0
Cadillac,2018,Silver/Gray,Other,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,19.0,26.0,22.5,44541.0,33988.0
INFINITI,2023,White,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,2057.0,43448.0
Volkswagen,2019,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,25.0,31.0,28.0,37498.0,28450.0
Mercedes-Benz,2017,White,Black,All-wheel Drive,Gasoline,5.5,V8,32.0,None reported,No,Yes,14.0,18.0,16.0,70975.0,52659.0
Lexus,2020,White,Other,Front-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,Yes,43.0,44.0,43.5,29151.0,42999.0
Hyundai,2022,Black,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,24.0,29.0,26.5,12247.0,35292.0
Ford,2018,White,Black,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,17.0,24.0,20.5,25742.0,42200.0
Mercedes-Benz,2022,Silver/Gray,Blue,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,22.0,30.0,26.0,6390.0,73386.0
Mercedes-Benz,2022,Silver/Gray,Brown,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,19.0,28.0,23.5,1242.0,63999.0
Mercedes-Benz,2020,Silver/Gray,Red,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,19.0,27.0,23.0,14364.0,51611.0
Mercedes-Benz,2021,Black,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,16.0,21.0,18.5,7299.0,168000.0
Mercedes-Benz,2020,Black,Black,Rear-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,No,19.0,28.0,23.5,24924.0,63900.0
Mercedes-Benz,2022,White,Red,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,8285.0,97795.0
Mercedes-Benz,2022,Red,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,11439.0,46300.0
Audi,2015,Black,Other,All-wheel Drive,Diesel,3.0,V6,24.0,None reported,Yes,Yes,24.0,31.0,27.5,100342.0,17130.0
Audi,2022,Silver/Gray,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,27385.0,73500.0
Mercedes-Benz,2021,Silver/Gray,Red,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,20.0,27.0,23.5,27046.0,45991.0
Audi,2019,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,19.0,24.0,21.5,25019.0,47995.0
Audi,2018,Green,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,23.0,27.0,25.0,81341.0,24980.0
Audi,2015,Black,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,No,18.0,28.0,23.0,91445.0,23500.0
Audi,2021,White,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,17.0,26.0,21.5,20658.0,59950.0
Audi,2019,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,27.0,34.0,30.5,17044.0,27991.0
Ford,2022,Black,Black,Rear-wheel Drive,E85 Flex Fuel,3.5,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,15393.0,64800.0
Cadillac,2019,White,Black,All-wheel Drive,Gasoline,4.2,V8,32.0,None reported,Yes,Yes,14.0,25.0,19.5,2731.0,78995.0
Lexus,2011,Black,Black,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,19.0,26.0,22.5,97125.0,15590.0
Toyota,2021,Other,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,30.0,38.0,34.0,14665.0,29995.0
Toyota,2021,Other,Black,Four-wheel Drive,Gasoline,5.7,V8,32.0,None reported,Yes,No,13.0,17.0,15.0,58888.0,82978.0
Toyota,2008,White,Other,All-wheel Drive,Hybrid,3.3,V6,24.0,At least 1 accident or damage reported,Yes,No,27.0,25.0,26.0,219975.0,8990.0
Lexus,2017,Silver/Gray,Other,All-wheel Drive,Hybrid,3.5,V6,24.0,None reported,Yes,No,31.0,28.0,29.5,41690.0,37900.0
Mercedes-Benz,2018,Red,Other,All-wheel Drive,E85 Flex Fuel,2.0,I4,16.0,None reported,Yes,Yes,24.0,32.0,28.0,39694.0,24900.0
Honda,2022,Silver/Gray,Black,All-wheel Drive,Gasoline,1.5,I4,16.0,None reported,Yes,Yes,27.0,32.0,29.5,20661.0,33995.0
Lexus,2023,Blue,Black,All-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,2404.0,46269.0
Lincoln,2017,White,Other,Front-wheel Drive,Gasoline,3.7,V6,24.0,None reported,Yes,Yes,17.0,25.0,21.0,41309.0,25968.0
Toyota,2019,Black,Other,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,No,Yes,28.0,39.0,33.5,30052.0,25211.0
Nissan,2015,Silver/Gray,White,Four-wheel Drive,Gasoline,4.0,V6,24.0,At least 1 accident or damage reported,Yes,Yes,15.0,20.0,17.5,75608.0,21997.0
Hyundai,2021,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,25.0,28.0,26.5,15814.0,28381.0
Audi,2014,Black,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,16.0,26.0,21.0,71329.0,23989.0
Kia,2021,Blue,Black,Front-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,Yes,27.0,37.0,32.0,16638.0,27797.0
Kia,2021,White,Black,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,No,No,24.0,29.0,26.5,50000.0,31988.0
Kia,2020,White,Black,Front-wheel Drive,Gasoline,3.8,V6,24.0,None reported,No,Yes,20.0,26.0,23.0,37766.0,39481.0
Volvo,2019,Orange,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,21.0,32.0,26.5,67689.0,28500.0
Mazda,2016,White,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,24.0,30.0,27.0,91941.0,17991.0
Nissan,2009,Blue,Other,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,17.0,23.0,20.0,32737.0,24777.0
Nissan,2017,Black,Other,Rear-wheel Drive,Gasoline,5.6,V8,32.0,None reported,Yes,No,14.0,19.0,16.5,45869.0,26500.0
Nissan,2017,Black,Black,All-wheel Drive,Gasoline,5.6,V8,32.0,None reported,Yes,No,13.0,18.0,15.5,71714.0,22770.0
Lexus,2016,White,Other,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,33.0,27.5,66162.0,24995.0
Lexus,2018,Other,Brown,Rear-wheel Drive,Gasoline,5.0,V8,32.0,None reported,No,Yes,16.0,26.0,21.0,22706.0,71997.0
Porsche,2017,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,20.0,25.0,22.5,61499.0,37500.0
Toyota,2021,Other,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,25.0,32.0,28.5,8157.0,46999.0
Audi,2017,White,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,66800.0,58350.0
Porsche,2018,Black,Other,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,No,20.0,26.0,23.0,15621.0,76798.0
Volkswagen,2019,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,23.0,30.0,26.5,17262.0,39999.0
Maserati,2018,Other,Brown,All-wheel Drive,Gasoline,3.0,V6,24.0,At least 1 accident or damage reported,No,Yes,14.0,20.0,17.0,58140.0,31999.0
Volvo,2022,Silver/Gray,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,22.0,29.0,25.5,18802.0,58559.0
Volvo,2017,Black,Other,All-wheel Drive,Hybrid,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,75538.0,39995.0
Ferrari,2014,Other,Other,Rear-wheel Drive,Hybrid,6.3,V12,48.0,None reported,No,No,12.0,16.0,14.0,5803.0,3800000.0
Alfa Romeo,2018,Blue,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,28.0,25.0,45952.0,28000.0
Cadillac,2016,Silver/Gray,Black,Rear-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,No,15.0,22.0,18.5,86858.0,34991.0
Honda,2014,Red,Other,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,No,Yes,27.0,36.0,31.5,96711.0,13998.0
GMC,2020,White,Black,Four-wheel Drive,Diesel,3.0,I6,24.0,None reported,No,No,19.0,22.0,20.5,46481.0,42988.0
Lincoln,2015,Silver/Gray,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,33.0,27.5,49508.0,16985.0
Mazda,2014,Red,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,58262.0,16425.0
